"tissue","gsmid"
"blood","GSM3440442"
"blood","GSM2814826"
"blood","GSM1506361"
"blood","GSM2260538"
"blood","GSM2334288"
"blood","GSM2260637"
"blood","GSM2337283"
"blood","GSM3035477"
"blood","GSM3035432"
"blood","GSM2334383"
"blood","GSM3380795"
"blood","GSM2337458"
"blood","GSM2334525"
"blood","GSM2815701"
"blood","GSM3035583"
"blood","GSM2656252"
"blood","GSM2337337"
"blood","GSM1646176"
"blood","GSM2656188"
"blood","GSM1848078"
"blood","GSM2337305"
"blood","GSM2814197"
"blood","GSM3035492"
"blood","GSM2815084"
"blood","GSM3035699"
"blood","GSM2334078"
"blood","GSM2334305"
"blood","GSM2334273"
"blood","GSM2562742"
"blood","GSM3440623"
"blood","GSM2814214"
"blood","GSM2814537"
"blood","GSM2865099"
"blood","GSM2334050"
"blood","GSM2656412"
"blood","GSM2796279"
"blood","GSM2260540"
"blood","GSM2334329"
"blood","GSM2260629"
"blood","GSM2465235"
"blood","GSM1920353"
"blood","GSM1646171"
"blood","GSM2260654"
"blood","GSM2815276"
"blood","GSM2363694"
"blood","GSM3380784"
"blood","GSM3045514"
"blood","GSM1649795"
"blood","GSM2814152"
"blood","GSM3035479"
"blood","GSM2814973"
"blood","GSM2363710"
"blood","GSM2334160"
"blood","GSM2089930"
"blood","GSM1506325"
"blood","GSM2865113"
"blood","GSM2656239"
"blood","GSM2562839"
"blood","GSM2738178"
"blood","GSM3026684"
"blood","GSM1506461"
"blood","GSM2337552"
"blood","GSM2814777"
"blood","GSM3035802"
"blood","GSM2656330"
"blood","GSM2770878"
"blood","GSM2738250"
"blood","GSM2865132"
"blood","GSM2334424"
"blood","GSM2349487"
"blood","GSM2865165"
"blood","GSM2815398"
"blood","GSM2648872"
"blood","GSM2337308"
"blood","GSM2337339"
"blood","GSM3440666"
"blood","GSM2796282"
"blood","GSM3026699"
"blood","GSM1506419"
"blood","GSM1506575"
"blood","GSM2815632"
"blood","GSM2815485"
"blood","GSM3035823"
"blood","GSM2363861"
"blood","GSM2814532"
"blood","GSM2814106"
"blood","GSM2363898"
"blood","GSM2268010"
"blood","GSM2656251"
"blood","GSM2814496"
"blood","GSM2334345"
"blood","GSM2334214"
"blood","GSM2363695"
"blood","GSM2814164"
"blood","GSM3035433"
"blood","GSM2363789"
"blood","GSM2337391"
"blood","GSM2337248"
"blood","GSM2363846"
"blood","GSM3035712"
"blood","GSM2815520"
"blood","GSM2815019"
"blood","GSM1622788"
"blood","GSM2089939"
"blood","GSM2334133"
"blood","GSM2337481"
"blood","GSM2815129"
"blood","GSM2363715"
"blood","GSM2465231"
"blood","GSM2738267"
"blood","GSM2363622"
"blood","GSM2260711"
"blood","GSM2334053"
"blood","GSM2814531"
"blood","GSM2334231"
"blood","GSM2337351"
"blood","GSM2815542"
"blood","GSM2562933"
"blood","GSM2337295"
"blood","GSM3026742"
"blood","GSM2337558"
"blood","GSM2814671"
"blood","GSM2814696"
"blood","GSM2363654"
"blood","GSM1920469"
"blood","GSM3035404"
"blood","GSM2656222"
"blood","GSM2738298"
"blood","GSM1705028"
"blood","GSM1506551"
"blood","GSM2465211"
"blood","GSM2815181"
"blood","GSM2814502"
"blood","GSM2337535"
"blood","GSM2586421"
"blood","GSM2334498"
"blood","GSM2815660"
"blood","GSM3035917"
"blood","GSM2363761"
"blood","GSM2815525"
"blood","GSM2738166"
"blood","GSM1506458"
"blood","GSM2814265"
"blood","GSM2337442"
"blood","GSM2815601"
"blood","GSM2562898"
"blood","GSM2815316"
"blood","GSM2260491"
"blood","GSM1848084"
"blood","GSM2260620"
"blood","GSM3045521"
"blood","GSM2562796"
"blood","GSM2814141"
"blood","GSM3026731"
"blood","GSM2656347"
"blood","GSM2465218"
"blood","GSM2334425"
"blood","GSM2337263"
"blood","GSM1622785"
"blood","GSM1848008"
"blood","GSM2334467"
"blood","GSM2814143"
"blood","GSM2815407"
"blood","GSM2363580"
"blood","GSM2738181"
"blood","GSM2337465"
"blood","GSM2865181"
"blood","GSM2865153"
"blood","GSM2738177"
"blood","GSM2260520"
"blood","GSM2334093"
"blood","GSM3026704"
"blood","GSM2268001"
"blood","GSM2770869"
"blood","GSM2089971"
"blood","GSM2562841"
"blood","GSM2334554"
"blood","GSM2815034"
"blood","GSM1506381"
"blood","GSM2334283"
"blood","GSM2562805"
"blood","GSM2586454"
"blood","GSM2260607"
"blood","GSM3380787"
"blood","GSM2656329"
"blood","GSM2656268"
"blood","GSM2815529"
"blood","GSM2865144"
"blood","GSM2814837"
"blood","GSM2738182"
"blood","GSM2562833"
"blood","GSM2656285"
"blood","GSM2260482"
"blood","GSM1506520"
"blood","GSM2562862"
"blood","GSM2333930"
"blood","GSM2656250"
"blood","GSM2807729"
"blood","GSM3035822"
"blood","GSM2656325"
"blood","GSM3026770"
"blood","GSM2465149"
"blood","GSM3440607"
"blood","GSM3035471"
"blood","GSM2363817"
"blood","GSM1616997"
"blood","GSM1920416"
"blood","GSM1920435"
"blood","GSM2334000"
"blood","GSM2334009"
"blood","GSM2562780"
"blood","GSM2363712"
"blood","GSM2465209"
"blood","GSM2363802"
"blood","GSM2465189"
"blood","GSM3440426"
"blood","GSM3440711"
"blood","GSM2815626"
"blood","GSM2815691"
"blood","GSM1920396"
"blood","GSM1920390"
"blood","GSM2814561"
"blood","GSM2333910"
"blood","GSM2867844"
"blood","GSM2656220"
"blood","GSM1705081"
"blood","GSM3035673"
"blood","GSM2815492"
"blood","GSM3440694"
"blood","GSM2796292"
"blood","GSM2562895"
"blood","GSM2363531"
"blood","GSM3440759"
"blood","GSM3035946"
"blood","GSM2127953"
"blood","GSM2656340"
"blood","GSM2656189"
"blood","GSM1649832"
"blood","GSM2796299"
"blood","GSM2268003"
"blood","GSM2337556"
"blood","GSM1920419"
"blood","GSM1649799"
"blood","GSM2089940"
"blood","GSM2562808"
"blood","GSM2814155"
"blood","GSM2815556"
"blood","GSM2334506"
"blood","GSM2337463"
"blood","GSM2814977"
"blood","GSM2814385"
"blood","GSM2349511"
"blood","GSM2334120"
"blood","GSM3035553"
"blood","GSM2815667"
"blood","GSM3035906"
"blood","GSM2562818"
"blood","GSM3035734"
"blood","GSM2814879"
"blood","GSM2562890"
"blood","GSM2815510"
"blood","GSM2334361"
"blood","GSM2586427"
"blood","GSM2334577"
"blood","GSM2814465"
"blood","GSM2465150"
"blood","GSM2333966"
"blood","GSM1920372"
"blood","GSM3045502"
"blood","GSM1622786"
"blood","GSM2363675"
"blood","GSM2656401"
"blood","GSM3035710"
"blood","GSM2815558"
"blood","GSM2562788"
"blood","GSM2363815"
"blood","GSM2814623"
"blood","GSM2815258"
"blood","GSM1649775"
"blood","GSM3035571"
"blood","GSM2656310"
"blood","GSM3035610"
"blood","GSM2815066"
"blood","GSM2656253"
"blood","GSM2814350"
"blood","GSM3440317"
"blood","GSM2738286"
"blood","GSM3440403"
"blood","GSM1705020"
"blood","GSM2268005"
"blood","GSM2815533"
"blood","GSM2465200"
"blood","GSM2363763"
"blood","GSM2089962"
"blood","GSM2815684"
"blood","GSM2260575"
"blood","GSM2333922"
"blood","GSM2260569"
"blood","GSM3035654"
"blood","GSM2815208"
"blood","GSM3440461"
"blood","GSM1920369"
"blood","GSM1624863"
"blood","GSM2280169"
"blood","GSM2465271"
"blood","GSM2363773"
"blood","GSM2260619"
"blood","GSM2127909"
"blood","GSM2334122"
"blood","GSM2815554"
"blood","GSM2814714"
"blood","GSM1649786"
"blood","GSM2814308"
"blood","GSM2465257"
"blood","GSM2807782"
"blood","GSM2334134"
"blood","GSM3045499"
"blood","GSM2127910"
"blood","GSM2337504"
"blood","GSM2738179"
"blood","GSM2090013"
"blood","GSM2337407"
"blood","GSM3045536"
"blood","GSM2562834"
"blood","GSM2815547"
"blood","GSM2815082"
"blood","GSM2089948"
"blood","GSM2814546"
"blood","GSM2337611"
"blood","GSM2656421"
"blood","GSM2363705"
"blood","GSM2770884"
"blood","GSM2814402"
"blood","GSM2814220"
"blood","GSM3035487"
"blood","GSM2656360"
"blood","GSM1931531"
"blood","GSM3440405"
"blood","GSM3035942"
"blood","GSM2815081"
"blood","GSM1425668"
"blood","GSM2334024"
"blood","GSM3035570"
"blood","GSM2867782"
"blood","GSM2334203"
"blood","GSM2814882"
"blood","GSM1506286"
"blood","GSM1624846"
"blood","GSM3035452"
"blood","GSM2334437"
"blood","GSM2814258"
"blood","GSM2260631"
"blood","GSM2337247"
"blood","GSM3035741"
"blood","GSM2814616"
"blood","GSM2260627"
"blood","GSM2815627"
"blood","GSM3035713"
"blood","GSM2815227"
"blood","GSM2260545"
"blood","GSM1649830"
"blood","GSM3440738"
"blood","GSM2815363"
"blood","GSM2334191"
"blood","GSM2334560"
"blood","GSM1705047"
"blood","GSM1425591"
"blood","GSM1425641"
"blood","GSM2334091"
"blood","GSM2814499"
"blood","GSM2814222"
"blood","GSM2183275"
"blood","GSM2656400"
"blood","GSM3035639"
"blood","GSM2363562"
"blood","GSM2942826"
"blood","GSM2814955"
"blood","GSM2814190"
"blood","GSM3026663"
"blood","GSM2334233"
"blood","GSM2686825"
"blood","GSM1624845"
"blood","GSM2656369"
"blood","GSM1920418"
"blood","GSM1506389"
"blood","GSM2562708"
"blood","GSM1624998"
"blood","GSM3035969"
"blood","GSM2337454"
"blood","GSM2337511"
"blood","GSM2865091"
"blood","GSM2280185"
"blood","GSM2334320"
"blood","GSM2865146"
"blood","GSM1705074"
"blood","GSM2334308"
"blood","GSM3440574"
"blood","GSM2334633"
"blood","GSM2337376"
"blood","GSM3026698"
"blood","GSM2363852"
"blood","GSM2562906"
"blood","GSM2562778"
"blood","GSM2814905"
"blood","GSM2815503"
"blood","GSM3440319"
"blood","GSM2656356"
"blood","GSM2334539"
"blood","GSM2363701"
"blood","GSM3440546"
"blood","GSM2260562"
"blood","GSM1646182"
"blood","GSM2260487"
"blood","GSM2815113"
"blood","GSM1616995"
"blood","GSM2334188"
"blood","GSM2334227"
"blood","GSM3440651"
"blood","GSM2814172"
"blood","GSM2363878"
"blood","GSM2738196"
"blood","GSM2586457"
"blood","GSM3440372"
"blood","GSM2814597"
"blood","GSM3026625"
"blood","GSM2465171"
"blood","GSM2334199"
"blood","GSM2815037"
"blood","GSM2814877"
"blood","GSM2814585"
"blood","GSM3035793"
"blood","GSM2807740"
"blood","GSM2363587"
"blood","GSM2815145"
"blood","GSM1931523"
"blood","GSM3035948"
"blood","GSM3026643"
"blood","GSM3035445"
"blood","GSM2337253"
"blood","GSM2337435"
"blood","GSM2334331"
"blood","GSM2814912"
"blood","GSM2363633"
"blood","GSM2815433"
"blood","GSM2815308"
"blood","GSM1624870"
"blood","GSM2814716"
"blood","GSM2334606"
"blood","GSM2363536"
"blood","GSM1506473"
"blood","GSM2334407"
"blood","GSM2267984"
"blood","GSM2656419"
"blood","GSM2814087"
"blood","GSM2814590"
"blood","GSM2814728"
"blood","GSM2337336"
"blood","GSM2337335"
"blood","GSM1920453"
"blood","GSM2814174"
"blood","GSM2334246"
"blood","GSM1920410"
"blood","GSM3026628"
"blood","GSM2363665"
"blood","GSM3045511"
"blood","GSM3026775"
"blood","GSM2942831"
"blood","GSM3035446"
"blood","GSM2815555"
"blood","GSM3035494"
"blood","GSM2260489"
"blood","GSM2268018"
"blood","GSM2814670"
"blood","GSM2562727"
"blood","GSM3026732"
"blood","GSM2336924"
"blood","GSM1649792"
"blood","GSM2334286"
"blood","GSM2363753"
"blood","GSM2363726"
"blood","GSM1920413"
"blood","GSM2334302"
"blood","GSM2337426"
"blood","GSM2334619"
"blood","GSM2877334"
"blood","GSM2814814"
"blood","GSM2942834"
"blood","GSM2260588"
"blood","GSM2562883"
"blood","GSM1506350"
"blood","GSM2127929"
"blood","GSM2334251"
"blood","GSM2656354"
"blood","GSM2260542"
"blood","GSM2337320"
"blood","GSM3026753"
"blood","GSM1624862"
"blood","GSM2260576"
"blood","GSM1506404"
"blood","GSM2814322"
"blood","GSM1624872"
"blood","GSM1931525"
"blood","GSM2334502"
"blood","GSM2796259"
"blood","GSM2337316"
"blood","GSM2363551"
"blood","GSM2656297"
"blood","GSM2562749"
"blood","GSM3440325"
"blood","GSM2562894"
"blood","GSM2334468"
"blood","GSM2334570"
"blood","GSM3035556"
"blood","GSM3035787"
"blood","GSM3380801"
"blood","GSM3035620"
"blood","GSM3045505"
"blood","GSM2562767"
"blood","GSM2363667"
"blood","GSM2814162"
"blood","GSM2260667"
"blood","GSM2814845"
"blood","GSM2333949"
"blood","GSM2867856"
"blood","GSM3035646"
"blood","GSM2814509"
"blood","GSM2337583"
"blood","GSM2815215"
"blood","GSM1506311"
"blood","GSM2562759"
"blood","GSM2656359"
"blood","GSM2656174"
"blood","GSM3026646"
"blood","GSM2363647"
"blood","GSM2648868"
"blood","GSM2465234"
"blood","GSM2815295"
"blood","GSM3035412"
"blood","GSM2648871"
"blood","GSM2337600"
"blood","GSM2815289"
"blood","GSM2815058"
"blood","GSM3035516"
"blood","GSM2865177"
"blood","GSM1506300"
"blood","GSM2334176"
"blood","GSM2814144"
"blood","GSM2815278"
"blood","GSM3026719"
"blood","GSM2260486"
"blood","GSM3026766"
"blood","GSM3440750"
"blood","GSM2648860"
"blood","GSM2815003"
"blood","GSM1954497"
"blood","GSM3035832"
"blood","GSM2586403"
"blood","GSM1649773"
"blood","GSM3440703"
"blood","GSM2334427"
"blood","GSM2337324"
"blood","GSM2562745"
"blood","GSM2090012"
"blood","GSM2334390"
"blood","GSM3035759"
"blood","GSM2814676"
"blood","GSM1506574"
"blood","GSM2334422"
"blood","GSM3035840"
"blood","GSM2333953"
"blood","GSM3035478"
"blood","GSM2089941"
"blood","GSM2260481"
"blood","GSM3035587"
"blood","GSM2334044"
"blood","GSM2363575"
"blood","GSM2337272"
"blood","GSM2334542"
"blood","GSM2815260"
"blood","GSM2334224"
"blood","GSM2260672"
"blood","GSM2814072"
"blood","GSM2814588"
"blood","GSM2814555"
"blood","GSM2815288"
"blood","GSM2465228"
"blood","GSM2814889"
"blood","GSM2562909"
"blood","GSM3440357"
"blood","GSM2363859"
"blood","GSM1649782"
"blood","GSM2814930"
"blood","GSM3035513"
"blood","GSM1425620"
"blood","GSM2738242"
"blood","GSM2814179"
"blood","GSM3035804"
"blood","GSM3035672"
"blood","GSM2090058"
"blood","GSM2334366"
"blood","GSM2648853"
"blood","GSM2337445"
"blood","GSM2686830"
"blood","GSM2770877"
"blood","GSM1506537"
"blood","GSM2465165"
"blood","GSM2656198"
"blood","GSM2334319"
"blood","GSM2089973"
"blood","GSM2814628"
"blood","GSM3440392"
"blood","GSM2337388"
"blood","GSM2337541"
"blood","GSM2815639"
"blood","GSM2815697"
"blood","GSM3440487"
"blood","GSM2738167"
"blood","GSM3440619"
"blood","GSM2363883"
"blood","GSM2337287"
"blood","GSM3045513"
"blood","GSM2334096"
"blood","GSM3035926"
"blood","GSM2337457"
"blood","GSM1425757"
"blood","GSM2562887"
"blood","GSM2334057"
"blood","GSM2363645"
"blood","GSM3035923"
"blood","GSM3035510"
"blood","GSM2334051"
"blood","GSM3035662"
"blood","GSM2814629"
"blood","GSM1425567"
"blood","GSM1920439"
"blood","GSM2814725"
"blood","GSM1931532"
"blood","GSM2465148"
"blood","GSM3035919"
"blood","GSM1506308"
"blood","GSM2738254"
"blood","GSM2127956"
"blood","GSM1506496"
"blood","GSM2815171"
"blood","GSM1506339"
"blood","GSM2814232"
"blood","GSM2815523"
"blood","GSM2089978"
"blood","GSM3035631"
"blood","GSM2363743"
"blood","GSM2562770"
"blood","GSM2363886"
"blood","GSM2334221"
"blood","GSM2814319"
"blood","GSM2334074"
"blood","GSM2337312"
"blood","GSM2815604"
"blood","GSM2815650"
"blood","GSM2465220"
"blood","GSM2738189"
"blood","GSM2814552"
"blood","GSM2815623"
"blood","GSM2333972"
"blood","GSM3440613"
"blood","GSM3035860"
"blood","GSM1506477"
"blood","GSM2815526"
"blood","GSM2738288"
"blood","GSM2562889"
"blood","GSM3380791"
"blood","GSM2877341"
"blood","GSM2814529"
"blood","GSM2089923"
"blood","GSM2796293"
"blood","GSM2814266"
"blood","GSM2814086"
"blood","GSM2465161"
"blood","GSM2656411"
"blood","GSM2515107"
"blood","GSM2562773"
"blood","GSM3035581"
"blood","GSM3440656"
"blood","GSM2815213"
"blood","GSM2815588"
"blood","GSM1705038"
"blood","GSM2334031"
"blood","GSM2334565"
"blood","GSM2814154"
"blood","GSM1649816"
"blood","GSM2363566"
"blood","GSM3026681"
"blood","GSM2363698"
"blood","GSM2363574"
"blood","GSM2656257"
"blood","GSM2334418"
"blood","GSM2333935"
"blood","GSM2127938"
"blood","GSM2333902"
"blood","GSM1920445"
"blood","GSM2814548"
"blood","GSM2738251"
"blood","GSM2815636"
"blood","GSM2942849"
"blood","GSM3026668"
"blood","GSM2337243"
"blood","GSM2127932"
"blood","GSM3035723"
"blood","GSM2334086"
"blood","GSM2814866"
"blood","GSM3035807"
"blood","GSM2656283"
"blood","GSM2814362"
"blood","GSM3440704"
"blood","GSM2796260"
"blood","GSM2867834"
"blood","GSM1506369"
"blood","GSM2334015"
"blood","GSM2814473"
"blood","GSM3035849"
"blood","GSM2334301"
"blood","GSM2865092"
"blood","GSM3035473"
"blood","GSM3267080"
"blood","GSM1705029"
"blood","GSM2865110"
"blood","GSM2334106"
"blood","GSM2867817"
"blood","GSM2334346"
"blood","GSM2770899"
"blood","GSM2815435"
"blood","GSM2815468"
"blood","GSM3440741"
"blood","GSM3035947"
"blood","GSM2562705"
"blood","GSM2814883"
"blood","GSM3035663"
"blood","GSM2814271"
"blood","GSM3081004"
"blood","GSM3026750"
"blood","GSM2334618"
"blood","GSM2334114"
"blood","GSM1506301"
"blood","GSM2815293"
"blood","GSM2363782"
"blood","GSM3380778"
"blood","GSM2814695"
"blood","GSM3440386"
"blood","GSM2648848"
"blood","GSM2586455"
"blood","GSM2815054"
"blood","GSM2814070"
"blood","GSM2796291"
"blood","GSM2333999"
"blood","GSM2337608"
"blood","GSM3380768"
"blood","GSM2337613"
"blood","GSM2815546"
"blood","GSM1425496"
"blood","GSM1506358"
"blood","GSM2738140"
"blood","GSM2337330"
"blood","GSM2334608"
"blood","GSM1920374"
"blood","GSM3035408"
"blood","GSM3035565"
"blood","GSM3035448"
"blood","GSM1622770"
"blood","GSM3026613"
"blood","GSM2814969"
"blood","GSM2656361"
"blood","GSM2363674"
"blood","GSM2648874"
"blood","GSM3440617"
"blood","GSM2363590"
"blood","GSM2260710"
"blood","GSM2337510"
"blood","GSM1649762"
"blood","GSM2814762"
"blood","GSM1705039"
"blood","GSM2334353"
"blood","GSM1920465"
"blood","GSM2334462"
"blood","GSM1649826"
"blood","GSM2337304"
"blood","GSM3026788"
"blood","GSM2337582"
"blood","GSM2814203"
"blood","GSM3035633"
"blood","GSM2562928"
"blood","GSM3035567"
"blood","GSM3035785"
"blood","GSM2738209"
"blood","GSM2586462"
"blood","GSM3440597"
"blood","GSM2465187"
"blood","GSM2334322"
"blood","GSM2337359"
"blood","GSM2363670"
"blood","GSM2334488"
"blood","GSM1646167"
"blood","GSM2334171"
"blood","GSM2337368"
"blood","GSM2334360"
"blood","GSM2656314"
"blood","GSM2363865"
"blood","GSM2267991"
"blood","GSM2334011"
"blood","GSM2349470"
"blood","GSM3045508"
"blood","GSM3035697"
"blood","GSM3035899"
"blood","GSM2814952"
"blood","GSM1624840"
"blood","GSM2796283"
"blood","GSM2562730"
"blood","GSM3035751"
"blood","GSM3440508"
"blood","GSM2867875"
"blood","GSM2814827"
"blood","GSM3440376"
"blood","GSM3035786"
"blood","GSM2656351"
"blood","GSM2815390"
"blood","GSM3380767"
"blood","GSM2127927"
"blood","GSM2814094"
"blood","GSM2363696"
"blood","GSM2814506"
"blood","GSM3035550"
"blood","GSM2515120"
"blood","GSM1848095"
"blood","GSM2515121"
"blood","GSM2337428"
"blood","GSM2815080"
"blood","GSM2807773"
"blood","GSM3035766"
"blood","GSM2562792"
"blood","GSM1506564"
"blood","GSM3035525"
"blood","GSM2334140"
"blood","GSM2334413"
"blood","GSM2814680"
"blood","GSM2814710"
"blood","GSM2814090"
"blood","GSM2334090"
"blood","GSM3440564"
"blood","GSM2089929"
"blood","GSM2260664"
"blood","GSM2656271"
"blood","GSM2334521"
"blood","GSM3026777"
"blood","GSM2465237"
"blood","GSM2815076"
"blood","GSM2815393"
"blood","GSM3035907"
"blood","GSM1506447"
"blood","GSM2333973"
"blood","GSM2090059"
"blood","GSM2334354"
"blood","GSM2814700"
"blood","GSM2814787"
"blood","GSM2334528"
"blood","GSM2865195"
"blood","GSM3035844"
"blood","GSM2260621"
"blood","GSM2280165"
"blood","GSM3440789"
"blood","GSM3035724"
"blood","GSM2334038"
"blood","GSM2334357"
"blood","GSM2815309"
"blood","GSM2334269"
"blood","GSM2337464"
"blood","GSM3035497"
"blood","GSM3026691"
"blood","GSM2815256"
"blood","GSM2815313"
"blood","GSM3035474"
"blood","GSM2815467"
"blood","GSM2363631"
"blood","GSM2334194"
"blood","GSM1920383"
"blood","GSM2337477"
"blood","GSM2656405"
"blood","GSM2738229"
"blood","GSM2562902"
"blood","GSM3035647"
"blood","GSM2815653"
"blood","GSM2738217"
"blood","GSM2363788"
"blood","GSM2815459"
"blood","GSM2815239"
"blood","GSM3026797"
"blood","GSM1646162"
"blood","GSM2337568"
"blood","GSM1920349"
"blood","GSM2334097"
"blood","GSM2815163"
"blood","GSM2796255"
"blood","GSM3440407"
"blood","GSM3035936"
"blood","GSM2656209"
"blood","GSM2738232"
"blood","GSM3026647"
"blood","GSM2562854"
"blood","GSM2815443"
"blood","GSM2337370"
"blood","GSM3440679"
"blood","GSM1920456"
"blood","GSM2815426"
"blood","GSM1920363"
"blood","GSM2334001"
"blood","GSM3035615"
"blood","GSM3035451"
"blood","GSM2814313"
"blood","GSM3035450"
"blood","GSM3035725"
"blood","GSM2337492"
"blood","GSM2334042"
"blood","GSM2333970"
"blood","GSM3035559"
"blood","GSM2349508"
"blood","GSM3026733"
"blood","GSM1705021"
"blood","GSM2363619"
"blood","GSM3035864"
"blood","GSM2337563"
"blood","GSM1506426"
"blood","GSM3440556"
"blood","GSM2334537"
"blood","GSM2815357"
"blood","GSM2334131"
"blood","GSM2363625"
"blood","GSM3440506"
"blood","GSM2562747"
"blood","GSM2814351"
"blood","GSM3035415"
"blood","GSM3035691"
"blood","GSM1920459"
"blood","GSM2363688"
"blood","GSM1506538"
"blood","GSM2648846"
"blood","GSM3026690"
"blood","GSM2815392"
"blood","GSM2260703"
"blood","GSM1848097"
"blood","GSM2815496"
"blood","GSM2648865"
"blood","GSM2738193"
"blood","GSM2334607"
"blood","GSM2349517"
"blood","GSM2334489"
"blood","GSM2337471"
"blood","GSM2349509"
"blood","GSM1920393"
"blood","GSM2334021"
"blood","GSM1506380"
"blood","GSM2363614"
"blood","GSM2865111"
"blood","GSM3045496"
"blood","GSM2337469"
"blood","GSM2648837"
"blood","GSM2814242"
"blood","GSM2363718"
"blood","GSM3440624"
"blood","GSM2334278"
"blood","GSM2656363"
"blood","GSM2815085"
"blood","GSM1649825"
"blood","GSM2363540"
"blood","GSM1425523"
"blood","GSM2796273"
"blood","GSM2334538"
"blood","GSM2260574"
"blood","GSM2334155"
"blood","GSM1649763"
"blood","GSM2363877"
"blood","GSM2815661"
"blood","GSM2562827"
"blood","GSM2363669"
"blood","GSM2815052"
"blood","GSM3035949"
"blood","GSM2814123"
"blood","GSM3440609"
"blood","GSM2334595"
"blood","GSM2260546"
"blood","GSM2333960"
"blood","GSM3440568"
"blood","GSM2334493"
"blood","GSM2260587"
"blood","GSM2815559"
"blood","GSM2089977"
"blood","GSM2515110"
"blood","GSM2334095"
"blood","GSM2865104"
"blood","GSM2127936"
"blood","GSM2465253"
"blood","GSM1920429"
"blood","GSM2089935"
"blood","GSM2260694"
"blood","GSM2334388"
"blood","GSM3380777"
"blood","GSM2562715"
"blood","GSM2183300"
"blood","GSM2815305"
"blood","GSM3035707"
"blood","GSM1649771"
"blood","GSM2363738"
"blood","GSM2334376"
"blood","GSM2260596"
"blood","GSM3440315"
"blood","GSM2656269"
"blood","GSM2334276"
"blood","GSM2336943"
"blood","GSM2183265"
"blood","GSM1920350"
"blood","GSM2738164"
"blood","GSM2815695"
"blood","GSM2814876"
"blood","GSM2334130"
"blood","GSM2815427"
"blood","GSM2738168"
"blood","GSM3440375"
"blood","GSM2815446"
"blood","GSM2260635"
"blood","GSM2562777"
"blood","GSM2334163"
"blood","GSM2877345"
"blood","GSM2656409"
"blood","GSM2465172"
"blood","GSM2814275"
"blood","GSM1338120"
"blood","GSM2815410"
"blood","GSM2333945"
"blood","GSM2260504"
"blood","GSM2334041"
"blood","GSM2815045"
"blood","GSM2334123"
"blood","GSM3035964"
"blood","GSM3440603"
"blood","GSM2656281"
"blood","GSM2333961"
"blood","GSM2334612"
"blood","GSM2127903"
"blood","GSM2334371"
"blood","GSM3035597"
"blood","GSM2334520"
"blood","GSM2738274"
"blood","GSM2515117"
"blood","GSM2334010"
"blood","GSM2260647"
"blood","GSM2334206"
"blood","GSM2562717"
"blood","GSM2260500"
"blood","GSM2334374"
"blood","GSM3035769"
"blood","GSM2814194"
"blood","GSM2814958"
"blood","GSM2815693"
"blood","GSM2865158"
"blood","GSM2814278"
"blood","GSM3035592"
"blood","GSM2814908"
"blood","GSM2656270"
"blood","GSM3035865"
"blood","GSM2877339"
"blood","GSM2815041"
"blood","GSM2738194"
"blood","GSM2337588"
"blood","GSM2770896"
"blood","GSM2814961"
"blood","GSM2814245"
"blood","GSM2865140"
"blood","GSM2363787"
"blood","GSM2337277"
"blood","GSM2814330"
"blood","GSM1920368"
"blood","GSM2562904"
"blood","GSM2260705"
"blood","GSM2334324"
"blood","GSM3035535"
"blood","GSM2815564"
"blood","GSM2363867"
"blood","GSM2562903"
"blood","GSM2814948"
"blood","GSM2465207"
"blood","GSM2814243"
"blood","GSM2865168"
"blood","GSM2815007"
"blood","GSM2648857"
"blood","GSM1625006"
"blood","GSM2814470"
"blood","GSM2333982"
"blood","GSM3380763"
"blood","GSM2333916"
"blood","GSM2334183"
"blood","GSM2334287"
"blood","GSM2089936"
"blood","GSM2656387"
"blood","GSM3035875"
"blood","GSM2334077"
"blood","GSM2260646"
"blood","GSM2562823"
"blood","GSM1920427"
"blood","GSM2656237"
"blood","GSM1624852"
"blood","GSM3035628"
"blood","GSM2334195"
"blood","GSM2656226"
"blood","GSM2334527"
"blood","GSM2815011"
"blood","GSM2334547"
"blood","GSM2337024"
"blood","GSM2814838"
"blood","GSM3440692"
"blood","GSM2686833"
"blood","GSM2363640"
"blood","GSM2363603"
"blood","GSM2814797"
"blood","GSM2465196"
"blood","GSM2334289"
"blood","GSM1920407"
"blood","GSM2807754"
"blood","GSM3035808"
"blood","GSM2363641"
"blood","GSM2127940"
"blood","GSM2337534"
"blood","GSM3035586"
"blood","GSM2089961"
"blood","GSM2814315"
"blood","GSM2337512"
"blood","GSM2814354"
"blood","GSM2334179"
"blood","GSM2815074"
"blood","GSM3035524"
"blood","GSM2337589"
"blood","GSM2334256"
"blood","GSM2334216"
"blood","GSM2337496"
"blood","GSM2337599"
"blood","GSM2815404"
"blood","GSM2334180"
"blood","GSM2814270"
"blood","GSM2815436"
"blood","GSM2363843"
"blood","GSM2337536"
"blood","GSM3267084"
"blood","GSM1506304"
"blood","GSM3026791"
"blood","GSM2337317"
"blood","GSM2334336"
"blood","GSM2815185"
"blood","GSM3035643"
"blood","GSM2656307"
"blood","GSM2865090"
"blood","GSM2337554"
"blood","GSM2815537"
"blood","GSM2942853"
"blood","GSM2814391"
"blood","GSM2260642"
"blood","GSM2337403"
"blood","GSM2337398"
"blood","GSM1624865"
"blood","GSM2656374"
"blood","GSM3440541"
